make,model,price,year,mileage,condition,city,state,country,condition2,vin,make,model,item_ID
Chevrolet,Sonic 4dr Sedan Automatic LT,20665,2016,0,New,Duluth,Georgia,United States,New,1G1JC5SH3G4123329,Chevrolet,Sonic,2.22047E+11
Geo,Tracker 2 Door,4500,1991,179747,Used,Richmond,Virginia,United States,Used ,Used ,“Read listing for the pros/cons. No Hard Top! Better Wheels! New Soft Top Will be Installed”,“Read listing for the pros/cons. No Hard Top! Better Wheels! New Soft Top Will be Installed”,3.6151E+11
 Chevrolet,"Camaro 6-SPEED CRUISE CTRL 20"" WHEELS ",15480,2011,41633,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,2G1FE1ED9B9164782,Chevrolet,Camaro,1.91823E+11
Lamborghini,Gallardo Spyder Convertible 2-Door,115950,2008,15492,Used,Sarasota,Florida,United States,Used,ZHWGU22TX8LA07161,Lamborghini,Gallardo,1.11926E+11
 Toyota,4Runner SR5 SUNROOF RUNNING BOARDS ,23980,2011,69496,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,JTEZU5JR6B5018753,Toyota,4Runner,1.91823E+11
Ford,F-350 4WD CREW CAB,85000,2016,22,New,Rutherford,New Jersey,United States,New,1FT8W3BT8GEB64023,Ford,F-350,3.22032E+11
BMW,X6 xDrive35i Sport Utility 4-Door,28900,2010,58900,Used,Hollywood,Florida,United States,Used,5UXFG4C58AL226144,BMW,X6,2.52316E+11
Infiniti,Q50 Premium Sedan 4-Door,33900,2015,1230,Used,Longwood,Florida,United States,Used ,Used ,"“Like new. Only 1230 miles as of 3/11/16. Only alteration is the aftermarket wheels which MSRP at 2.5k. No other interior, exterior, or internal modifications. Garage kept and Chemical bros Jet Sealant has been applied. No blemishes or marks. Vehicle purchased Oct 2015. As such, Factory warrant still active.”","“Like new. Only 1230 miles as of 3/11/16. Only alteration is the aftermarket wheels which MSRP at 2.5k. No other interior, exterior, or internal modifications. Garage kept and Chemical bros Jet Sealant has been applied. No blemishes or marks. Vehicle purchased Oct 2015. As such, Factory warrant still active.”",2.62331E+11
Ford,F-250 XLT,23900,2013,52101,Used,Plano,Texas,United States,Used,1FD7X2B66DEA98608,Ford,F-250,2.52318E+11
Plymouth,Belvedere 2 Base,4250,1967,108068,Used,Mora,Minnesota,United States,Used,1967,8,U/K,2.62319E+11
BMW,M6 2dr Convertible,35900,2008,45830,Used,Skokie,Illinois,United States,Used,WBSEK93558CY79736,BMW,M6,1.31734E+11
Ford,Excursion Limited,19900,2005,92491,Used,San Marcos,California,United States,Used,1FMNU43SX5ED42768,Ford,Excursion,2.72167E+11
Dodge,Viper 2dr Convertible SRT10,56900,2008,18250,Used,Rolling Meadows,Illinois,United States,Used,1B3JZ65Z78V200359,Dodge,Viper,2.91698E+11
Ford,Mustang V8,17750,1966,52354,Used,Phoenix,Arizona,United States,Used ,Used ,“Mobile and iPad users please click Item Description to view entire ad”,“Mobile and iPad users please click Item Description to view entire ad”,1.11926E+11
Dodge,Challenger SRT8 Coupe 2-Door,35750,Canada,2012,Used,Calgary,Alberta,Canada,Used ,Used ,“Car is in like new condition.”,“Car is in like new condition.”,3.22032E+11
 Ford,Mustang V6 PREMIUM AUTO LEATHER SHAKER ,20980,2014,16098,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,1ZVBP8AM3E5221670,Ford,Mustang,3.71573E+11
Mercedes-Benz,E-Class E-350,9700,2006,99950,Used,Anaheim,California,United States,Used ,Used ,“Small scratch under door of rear-passenger”,“Small scratch under door of rear-passenger”,1.91821E+11
Chevrolet,Corvette Standard,6000,1980,1,Used,Dacula,Georgia,United States,Used,1z87has425377,Chevrolet,Corvette,3.22033E+11
Chevrolet,Corvette L-48,15000,1975,45000,Used,Jackson Heights,New York,United States,Used,1Z37J5S417941,Corvette,1975,1.11931E+11
BMW,5-Series 528i,30995,2012,40623,Certified pre-owned,San Diego,California,United States,Certified pre-owned,WBAXG5C51CDY28339,BMW,5-Series,3.11563E+11
Chevrolet,Camaro Z28,11500,1998,29000,Used,Clinton,Tennessee,United States,Used,2G1FP22G0W2137189,Chevrolet,Camaro,1.72125E+11
Chevrolet,Camaro RS,49999,1969,78983,Used,Rancho Cordova,California,United States,Used,124379N577391,Chevrolet,Camaro,2.62318E+11
Ferrari,458 2dr Coupe,229800,2013,3343,Used,Miami,Florida,United States,Used,ZFF67NFAXD0193025,Ferrari,458,1.91825E+11
Chevrolet,Corvette Collectors Edition,32500,1996,12300,Used,Tampa,Florida,United States,Used,1G1YY3255T5119555,Chevrolet,Corvette,2.52312E+11
Mercedes-Benz,CLS-Class 4dr Coupe CLS550 4MATIC,38990,2012,39582,Used,Northbrook,Illinois,United States,Used,WDDLJ9BB0CA048745,Mercedes-Benz,CLS-Class,2.81954E+11
Chevrolet,Camaro SLP ZL585,49995,2011,5434,Used,Solon,Ohio,United States,Used,2G1FT1EW5B9120544,Chevrolet,Camaro,2.62328E+11
Chevrolet,"Corvette Z06, Z07, C7, LT4, 3LZ",98925,2016,529,Used,Lansing,Michigan,United States,Used,1G1YT2D61G5604327,Chevrolet,Corvette,3.22037E+11
 Ford,Expedition XLT 4X4 8-PASS SUNROOF LEATHER ,26980,2011,60602,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,1FMJU1J56BEF48708,Ford,Expedition,3.71573E+11
BMW,4 Series 428i Gran Coupe,38988,2015,11406,Certified pre-owned,Austin,Texas,United States,Certified pre-owned,WBA4A5C56FG051549,BMW,4 Series,2.91705E+11
Chevrolet,Corvette,28000,2006,53000,Used,Greenacres,Washington,United States,Used,1G1YY25U065112594,Chevrolet,Corvette,1.62004E+11
Jeep,Wrangler Unlimited Sahara Sport Utility 4-Door,30520,2013,33700,Used,Naples,Florida,United States,Used,1C4BJWEG8DL566703,Jeep,Wrangler,1.11931E+11
 Audi,Other RS5 QUATTRO COUPE AWD SUNROOF NAVIGATION ,50980,2013,34335,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,WUAC6AFR0DA902092,Audi,Other,1.91825E+11
 Chevrolet,Camaro RS ,29950,1967,0,Used,Austin,Texas,United States,Used,124377L103888,Chevrolet,Camaro,2.72142E+11
Chevrolet,Sonic 4dr Sedan Automatic LT,20270,2016,0,New,Duluth,Georgia,United States,New,1G1JC5SH0G4128102,Chevrolet,Sonic,2.22047E+11
Mercedes-Benz,E-Class E-350 Sport Package,39550,2014,12995,Used,Laguna Beach,California,United States,Used,WDDHF8JB5EA876103,Mercedes-Benz,E-Class,3.01892E+11
Ford,Mustang Mach 1 R Code,99900,1970,0,Used,Plymouth,Michigan,United States,Used,1970,Other,Vehicle does NOT have an existing warranty,3.81558E+11
Toyota,Camry 4dr Sdn (SE),6950,2007,94957,Used,Pinellas Park,Florida,United States,Used ,Used ,"“Sun damage, rock chips/bug damage to hood. Additional pictures are available upon request.”","“Sun damage, rock chips/bug damage to hood. Additional pictures are available upon request.”",2.81951E+11
Toyota,Tacoma Baja Edition 4WD Double Cab TRD Off Road Auto Red,29000,2012,46674,Certified pre-owned,Johnstown,Pennsylvania,United States,Certified pre-owned,5TFLU4EN9CX045852,Toyota,Tacoma,1.72128E+11
Ford,Mustang,22995,1965,35256,Used,Omaha,Nebraska,United States,Used,5F08U167931,Ford,Mustang,1.31734E+11
Ford,Woody Wagon Wildwood Custom,109500,1937,0,Used,Meridian,Idaho,United States,Used ,Used ,"“Wicked, Wild and Absolutely Bitchin! Talk about grabbing your attention and setting new industry standards, this ""One of a Kind - Wild Rod"" was built to promote Don Freedman's ""American Rods and Rides"" web based business. The mission was to bring the companies ""Surf This"" logo to life and this task was handed over to Automotive Designer, Rick Valenza. This tedious process consumed over 2,000 man hours, exceeded $200K in build costs and involved many cutting edge components. See full description for more...”","“Wicked, Wild and Absolutely Bitchin! Talk about grabbing your attention and setting new industry standards, this ""One of a Kind - Wild Rod"" was built to promote Don Freedman's ""American Rods and Rides"" web based business. The mission was to bring the companies ""Surf This"" logo to life and this task was handed over to Automotive Designer, Rick Valenza. This tedious process consumed over 2,000 man hours, exceeded $200K in build costs and involved many cutting edge components. See full description for more...”",3.31798E+11
Chevrolet,Corvette 2dr Stingray Z51 Convertible w/2LT,73258,2016,0,New,Duluth,Georgia,United States,New,1G1YK3D77G5108465,Chevrolet,Corvette,2.22045E+11
Ford,Other Deluxe,60000,1940,500,Used,San Ramon,California,United States,Used,1940,Sedan,Vehicle does NOT have an existing warranty,2.52308E+11
Toyota,4Runner Limited Sport Utility 4-Door,3000,1997,204550,Used,Tucker,Georgia,United States,Used ,Used ,"“Radio Antenna is missing, some scratches on the bod”","“Radio Antenna is missing, some scratches on the bod”",2.22046E+11
 Ford,F-100 Custom Panel Van ,49900,1956,772,Used,Plainfield,Illinois,United States,Used,F10V6R36233,Ford,F-100,3.31799E+11
 Ford,F-350 Crew Cab 4x4 ,15900,2006,125001,Used,Philadelphia,Pennsylvania,United States,Used ,Used ,“TURBO DIESEL ! CREW CAB DUALLY 4x4! SERVICED !READY TO WORK ! WARRANTY !”,“TURBO DIESEL ! CREW CAB DUALLY 4x4! SERVICED !READY TO WORK ! WARRANTY !”,2.81964E+11
Chevrolet,Camaro Z/28,64950,1970,73663,Used,Bellevue,Washington,United States,Used ,Used ,"“1970 Camaro RS-Z/28 Coupe finished in Cortez Silver with Black interior. 350ci/360hp V8 engine with solid lifters. M21 close ratio 4-speed manual trans (one of only 5,302 '70 Camaros w/M21). 3.73 12-bolt PosiTraction rear end. Original and correct smog equipment (very rare). Power steering, power front disc brakes, 5-spoke wheels with Good Year Polyglas F60 tires, and more...read the full description.”","“1970 Camaro RS-Z/28 Coupe finished in Cortez Silver with Black interior. 350ci/360hp V8 engine with solid lifters. M21 close ratio 4-speed manual trans (one of only 5,302 '70 Camaros w/M21). 3.73 12-bolt PosiTraction rear end. Original and correct smog equipment (very rare). Power steering, power front disc brakes, 5-spoke wheels with Good Year Polyglas F60 tires, and more...read the full description.”",1.31738E+11
Chevrolet,Corvette Z06 3LZ,102491,2016,0,New,Cary,North Carolina,United States,New,1G1YU3D68G5600567,Chevrolet,Corvette,2.31871E+11
Ford,F-100 F100,24999,1953,6600,Used,Largo,Florida,United States,Used ,Used ,"“The overall condition of the truck is in good condition and has a 6/10 rating. The mechanical condition of it is rated good to excellent. Estimated horsepower of the power train is 350 HP. This truck looks good from a distance, but it is recommended that the truck be repainted, as the paint that is currently on the vehicle is circa 1970’s.”","“The overall condition of the truck is in good condition and has a 6/10 rating. The mechanical condition of it is rated good to excellent. Estimated horsepower of the power train is 350 HP. This truck looks good from a distance, but it is recommended that the truck be repainted, as the paint that is currently on the vehicle is circa 1970’s.”",3.318E+11
Chevrolet,Bel Air/150/210 2-Door Convertible,49900,1954,2901,Used,Saint Louis,Missouri,United States,Used,C54L037935,Chevrolet,Bel Air/150/210,2.22046E+11
Lexus,GX Base Sport Utility 4-Door,43783,2014,30135,Used,Houston,Texas,United States,Used ,Used ,“Clean Carfax - 1 Owner - Bluetooth - Cruise Control - Navigation - Back Up Camera - SAT Radio - Pandora - iHeart Radio - Moonroof - Keyless Go - Non Smoker - 30k Miles - Leather Seats”,“Clean Carfax - 1 Owner - Bluetooth - Cruise Control - Navigation - Back Up Camera - SAT Radio - Pandora - iHeart Radio - Moonroof - Keyless Go - Non Smoker - 30k Miles - Leather Seats”,3.22033E+11
Chevrolet,Malibu 4dr Sedan Premier w/2LZ,37009,2016,0,New,Duluth,Georgia,United States,New,1G1ZH5SXXGF203226,Chevrolet,Malibu,2.22045E+11
Chevrolet,Camaro,10000,1979,999999,Used,Buford,Georgia,United States,Used,1Q87L9N520853,Chevrolet,Camaro,1.91824E+11
Chevrolet,Sonic 4dr Sedan Automatic LS,17825,2016,0,New,Duluth,Georgia,United States,New,1G1JA5SHXG4118585,Chevrolet,Sonic,2.22047E+11
Chevrolet,Corvette L-82,12500,1976,49777,Used,Fouke,Arkansas,United States,Used,1Z37L7S440445,Chevrolet,Corvette,2.72163E+11
Other Makes,KR200 convertible,47000,1958,18000,Used,Boston,Massachusetts,United States,Used,68617,Other Makes,KR200,1.72116E+11
Tesla,Model X 4dr SUV,179800,2016,81,Used,West Chicago,Illinois,United States,Used,5YJXCBE45GFS00431,Tesla,Model X,1.82042E+11
Dodge,Viper R/T-10 Convertible 2-Door,39900,1998,15700,Used,Independence,Ohio,United States,Used,1B3ER65E6WV401309,Dodge,Viper,2.31869E+11
Porsche,911 Carrera S Convertible 2-Door,78499,2013,15308,Used,Fort Lauderdale,Florida,United States,Used ,Used ,“This 2013 Porsche 911 Carrera S Convertible is in excellent condition! The interior carpets and leather are in near-perfect condition and this vehicle has been cared for meticulously.”,“This 2013 Porsche 911 Carrera S Convertible is in excellent condition! The interior carpets and leather are in near-perfect condition and this vehicle has been cared for meticulously.”,2.52317E+11
 Dodge,Other 2dr Cpe ,133000,2014,26,New,Tomball,Texas,United States,New,1C3ADEAZ1EV101338,Dodge,Other,1.82036E+11
Chevrolet,Corvette 2LT Grand Sport 60th Anniversary,49655,2013,20597,Used,Sedalia,Missouri,United States,Used ,Used ,"“Fantastic condition inside and out. This car has never been driven in the rain, and has always been garage kept. All service and modifications have been completed by Corvette Master Technician here at W-K Chevrolet!”","“Fantastic condition inside and out. This car has never been driven in the rain, and has always been garage kept. All service and modifications have been completed by Corvette Master Technician here at W-K Chevrolet!”",1.61993E+11
Chevrolet,Malibu 4dr Sedan LT w/2LT,29495,2016,0,New,Duluth,Georgia,United States,New,1G1ZF5SX2GF192941,Chevrolet,Malibu,2.22045E+11
Ford,Other street rod,36000,1934,3000,Used,Idabel,Oklahoma,United States,Used,1934,700R4,Coupe,1.62001E+11
Other Makes,Coupe,27000,1938,4000,Used,Sanford,North Carolina,United States,Used,0,Other Makes,Coupe,2.91703E+11
Buick,Roadmaster Limited Collector's Edition Sedan 4-Door,12850,1996,47824,Used,Boca Raton,Florida,United States,Used,1G4BT52P9TR422707,Buick,Roadmaster,2.01538E+11
BMW,3-Series 320i,36640,2016,0,New,San Diego,California,United States,New,WBA8E1G54GNT35137,BMW,3-Series,3.11563E+11
McLaren,MP4-12C Coupe,146975,2012,12850,Used,West Palm Beach,Florida,United States,Used,SBM11AAA4CW000395,McLaren,MP4-12C,1.11923E+11
Mercedes-Benz,CL-Class CL600 2dr Coupe,6995,2002,122510,Used,Lacombe,Louisiana,United States,Used,WDBPJ78J52A022315,Mercedes-Benz,CL-Class,2.22036E+11
BMW,2 Series 228i,39159,2016,0,New,Austin,Texas,United States,New,WBA1F9C58GV545727,BMW,2 Series,2.91705E+11
Porsche,Cayenne S Sport Utility 4-Door,13000,2004,84464,Used,Sarasota,Florida,United States,Used ,Used ,“*please see description below*”,“*please see description below*”,1.91814E+11
Chevrolet,El Camino CHEVELLE,2599,1964,0,Used,North Hollywood,California,United States,Used ,Used ,"“RESTORATION PROJECT. NEEDS THE ENGINE, TRANSMISSION, RADIATOR, AND SEAT. NEEDS SOME BODYWORK.”","“RESTORATION PROJECT. NEEDS THE ENGINE, TRANSMISSION, RADIATOR, AND SEAT. NEEDS SOME BODYWORK.”",1.11934E+11
Chevrolet,Corvette,75000,1966,53000,Used,New Braunfels,Texas,United States,Used ,Used ,“minor wear and tear on 49 year old car”,“minor wear and tear on 49 year old car”,1.41926E+11
BMW,Z4 2dr Roadster,16500,2008,57866,Used,Saint Louis,Missouri,United States,Used ,Used ,“CLEAN CARFAX FULL SERVICE HISTORYPOWER TOP SPORT PKG. 2 KEYS”,“CLEAN CARFAX FULL SERVICE HISTORYPOWER TOP SPORT PKG. 2 KEYS”,2.81956E+11
Ford,F-250 King Ranch Crew Cab 4x4 Fx4,61443,2016,12,New,Vernon,Texas,United States,New,1FT7W2BT2GEB23828,Ford,F-250,3.71567E+11
Chevrolet,Corvette Z51 3LT,59995,2015,4403,Used,Morton Grove,Illinois,United States,Used ,Used ,"“2015 Chevrolet Corvette 1SZ- PREFERRED EQUIPMENT SAVINGS 3LT-3LT PREFERRED EQUIPMENT GRP: MEMORY PACKAGE* SEAT ADJUSTERS, POWER BOLSTER & POWER LUMBAR SEAT, CORVETTE LOGO BADGE* NAPA LEATHER SEAT INSERTS* LEATHER WRAPPED AND COLOR KEYED INSTRUMENT PANEL CONSOLE & DOORS* CONVENIENCE NET & LUGGAGE SHADE, TRUNK* POWER HEATED OUTSIDE MIRRORS ADJUSTABLE, DRIVER SIDE AUTO DIMMING* INSIDE REARVIEW MIRROR, AUTO DIMMING* HEATED & VENTILATED SEATS* UNIVERSAL HOME REMOTE* REMOTE START* PREMIUM BOSE AUDIO WITH 10 SPEAKER SURROUND* ADVANCED THEFT DETERRENT SYSTEM* HEADS-UP DISPLAY, COLOR* CHEVROLET MYLINK NAVIGATION* **CLEAN CARFAX**, **ONE OWNER**, and 2015 Chevrolet Corvette Stingray Z51 in Velocity Yellow Tintcoat vehicle highlights include. Custom Leather Wrapped Interior Package, Memory Package, Preferred Equipment Group 3LT (3LT Interior Trim, Auto-Dimming Inside Frameless Rearview Mirror, Body-Color Outside Heated Power-Adjustable Mirrors, Bose Advanced 10-Speaker Audio System Feature,”","“2015 Chevrolet Corvette 1SZ- PREFERRED EQUIPMENT SAVINGS 3LT-3LT PREFERRED EQUIPMENT GRP: MEMORY PACKAGE* SEAT ADJUSTERS, POWER BOLSTER & POWER LUMBAR SEAT, CORVETTE LOGO BADGE* NAPA LEATHER SEAT INSERTS* LEATHER WRAPPED AND COLOR KEYED INSTRUMENT PANEL CONSOLE & DOORS* CONVENIENCE NET & LUGGAGE SHADE, TRUNK* POWER HEATED OUTSIDE MIRRORS ADJUSTABLE, DRIVER SIDE AUTO DIMMING* INSIDE REARVIEW MIRROR, AUTO DIMMING* HEATED & VENTILATED SEATS* UNIVERSAL HOME REMOTE* REMOTE START* PREMIUM BOSE AUDIO WITH 10 SPEAKER SURROUND* ADVANCED THEFT DETERRENT SYSTEM* HEADS-UP DISPLAY, COLOR* CHEVROLET MYLINK NAVIGATION* **CLEAN CARFAX**, **ONE OWNER**, and 2015 Chevrolet Corvette Stingray Z51 in Velocity Yellow Tintcoat vehicle highlights include. Custom Leather Wrapped Interior Package, Memory Package, Preferred Equipment Group 3LT (3LT Interior Trim, Auto-Dimming Inside Frameless Rearview Mirror, Body-Color Outside Heated Power-Adjustable Mirrors, Bose Advanced 10-Speaker Audio System Feature,”",1.41928E+11
Chevrolet,Corvette Z51 2LT,70410,2016,0,New,Cary,North Carolina,United States,New,1G1YJ3D7XG5117857,Chevrolet,Corvette,2.31871E+11
 Chevrolet,Corvette Certified 2014 3K MILES 1 OWNER ,55780,2014,3818,Certified pre-owned,Grand Prairie,Texas,United States,Certified pre-owned,1G1YC3D77E5134137,Chevrolet,Corvette,1.91822E+11
Ford,F-150 Harley-Davidson Edition,37000,2011,38246,Certified pre-owned,Grand Prairie,Texas,United States,Certified pre-owned,1G1YC3D77E5134137,Chevrolet,Corvette,1.91822E+11
Ford,Mustang,8000,1965,0,Used,Albuquerque,New Mexico,United States,Used ,Used ,“Clean project”,“Clean project”,2.91703E+11
Chevrolet,Camaro Car,8999,1968,0,Used,Sherman,Texas,United States,Used,123378L328024,Chevrolet,Camaro,3.7157E+11
Chevrolet,Corvette,45000,1964,59700,Used,Goshen,Ohio,United States,Used,40867s103858,Chevrolet,Corvette,1.52009E+11
Ford,F-100,3500,1967,127000,Used,Sylacauga,Alabama,United States,Used,1967,Manual,Long Wheel Base,1.5201E+11
BMW,3-Series i xDrive,35000,2015,8079,Used,Santa Barbara,California,United States,Used,WBA8Z5C51FGS36022,BMW,3-Series,1.11933E+11
Jaguar,X-Type Sport Sedan 4-Door,3500,2002,124000,Used,Paterson,New Jersey,United States,Used ,Used ,"“Model: 2002 Jaguar X-TYPEHorsepower: 231 hpEngine: 3.0 L V6MPG: Up to 18 city / 28 highwayOdometer 124,279 miGREAT CONDITION, CLEAR TITLE , THIS X-TYPE IS FINISHED IN TOPA WRAPPED AROUND A SAND LEATHER INTERIOR, WELL EQUIPPED WITH POWER SUNROOF, PREMIUM ALLOY WHEELS, POWER SEATS, LEATHER WRAPPED STEERING WHEEL WITH INTEGRATED RADIO AND CRUISE CONTROL, ELECTRONIC CLIMATE CONTROL SYSTEM, A 3.0 LITER V6 ENGINE, KEYLESS ENTRY, AND MUCH, MUCH MORE! THIS JAGUAR IS IN BEAUTIFUL CONDITION AND WILL NOT LASTSERIOUS INQURIES PLEASE CALL”","“Model: 2002 Jaguar X-TYPEHorsepower: 231 hpEngine: 3.0 L V6MPG: Up to 18 city / 28 highwayOdometer 124,279 miGREAT CONDITION, CLEAR TITLE , THIS X-TYPE IS FINISHED IN TOPA WRAPPED AROUND A SAND LEATHER INTERIOR, WELL EQUIPPED WITH POWER SUNROOF, PREMIUM ALLOY WHEELS, POWER SEATS, LEATHER WRAPPED STEERING WHEEL WITH INTEGRATED RADIO AND CRUISE CONTROL, ELECTRONIC CLIMATE CONTROL SYSTEM, A 3.0 LITER V6 ENGINE, KEYLESS ENTRY, AND MUCH, MUCH MORE! THIS JAGUAR IS IN BEAUTIFUL CONDITION AND WILL NOT LASTSERIOUS INQURIES PLEASE CALL”",2.72162E+11
Chevrolet,C/K Pickup 1500 Z71,10900,1994,99000,Used,Clarksburg,Maryland,United States,Used,1GBEK14K8RZ201787,Chevrolet,C/K Pickup 1500,2.31871E+11
Ford,F-250 Lariat FTX by Tuscany,79995,2016,6,New,Murfreesboro,Tennessee,United States,New,1FT7W2BTXGEA74362,Ford,F-250,4.01085E+11
Chevrolet,Tahoe 2WD 4dr LT,62368,2016,0,New,Buford,Georgia,United States,New,1GNSCBKC2GR173826,Chevrolet,Tahoe,2.62329E+11
Other Makes,KR200 convertible,47000,1958,18000,Used,Boston,Massachusetts,United States,Used,68617,Other Makes,KR200,1.72116E+11
Dodge,Other Pickups Custom Sport Special,25000,1967,52556,Used,Orange Park,Florida,United States,Used ,Used ,“Complete and running nicely restored”,“Complete and running nicely restored”,1.31747E+11
Jeep,Wrangler Unlimited Sahara Sport Utility 4-Door,30520,2013,33700,Used,Naples,Florida,United States,Used,1C4BJWEG8DL566703,Jeep,Wrangler,1.11931E+11
BMW,2 Series 228i,42844,2016,0,New,Austin,Texas,United States,New,WBA1F9C58GV545520,BMW,2 Series,2.91705E+11
Ford,F-350 Super Duty,17500,2006,88000,Used,Surprise,Arizona,United States,Used ,Used ,"“2006 Ford F-350 Crew Cab FX4. It is powered with a 6.0L Powerstroke Diesel V8 and automatic transmission. It is equipped with dual power leather seats, power trailer mirrors, power windows, power locks, tilt, cruise, am/fm/cd player and receiver hitch. Also included are one keyless remote.The interior of this truck is in good shape. The seats are in good shape. The carpet is in good shape ( some normal spots). Everything appears to function properly.The exterior of this truck overall is in good shape. There are a few small flaws like paint chips and a couple dings in the tailgate, but nothing significant. If you are a serious buyer please call and allow us to give you a thorough walk around to make sure it meets your criteria. The windshield is new.Mechanically, this F-350 starts right up and runs smooth. The tires are new. The transmission shifts smooth. The a/c blows ice cold. 4x4 functions great. Manufactured in the US for Canada.”","“2006 Ford F-350 Crew Cab FX4. It is powered with a 6.0L Powerstroke Diesel V8 and automatic transmission. It is equipped with dual power leather seats, power trailer mirrors, power windows, power locks, tilt, cruise, am/fm/cd player and receiver hitch. Also included are one keyless remote.The interior of this truck is in good shape. The seats are in good shape. The carpet is in good shape ( some normal spots). Everything appears to function properly.The exterior of this truck overall is in good shape. There are a few small flaws like paint chips and a couple dings in the tailgate, but nothing significant. If you are a serious buyer please call and allow us to give you a thorough walk around to make sure it meets your criteria. The windshield is new.Mechanically, this F-350 starts right up and runs smooth. The tires are new. The transmission shifts smooth. The a/c blows ice cold. 4x4 functions great. Manufactured in the US for Canada.”",2.91706E+11
Chevrolet,Chevelle 327,27900,1964,117531,Used,Las Vegas,Nevada,United States,Used ,Used ,“Usual nicks and chips and minor imperfections for a restored 50 year old car !”,“Usual nicks and chips and minor imperfections for a restored 50 year old car !”,1.52009E+11
Chevrolet,Corvette Z06 3LZ Navigation Leather Supercharged Black Coupe,107405,2016,4,New,Clinton,Missouri,United States,New,1G1YU2D63G5607629,Chevrolet,Corvette,3.81564E+11
 Ford,Mustang MANUAL NAVIGATION REARCAN VENTILATED SEATS 1 OWNER ,32980,2015,4905,Certified pre-owned,Grand Prairie,Texas,United States,Certified pre-owned,1FA6P8CF9F5342388,Ford,Mustang,1.91823E+11
Chevrolet,"Corvette Z06, Z07, C7, LT4, 3LZ",98925,2016,529,Used,Lansing,Michigan,United States,Used,1G1YT2D61G5604327,Chevrolet,Corvette,3.22037E+11
Mercedes-Benz,S-Class 4dr Sedan S550 RWD,82900,2014,14206,Used,Miami,Florida,United States,Used,WDDUG8CB2EA016376,Mercedes-Benz,S-Class,3.01892E+11
Lamborghini,Aventador LP700-4 Coupe 2-Door,409000,2015,1801,Used,Tampa,Florida,United States,Used,ZHWUC1ZDXFLA03798,Lamborghini,Aventador,2.62328E+11
 Ford,F-250 Lariat Certified 2010 4X4 38K MILES 1 OWNER ,34980,2010,38337,Certified pre-owned,Grand Prairie,Texas,United States,Certified pre-owned,1FTSW2BR0AEA97221,Ford,F-250,4.01086E+11
Chevrolet,Camaro Z28,69995,2014,3749,Used,Tomball,Texas,United States,Used,2G1FS1EE8E9700210,Chevrolet,Camaro,2.62317E+11
BMW,3-Series 320i,35095,2016,0,New,San Diego,California,United States,New,WBA8E1G53GNT35288,BMW,3-Series,3.11563E+11
Chevrolet,Avalanche LT 2WD Crew Cab,21973,2011,59428,Used,Houston,Texas,United States,Used ,Used ,“Local trade in with Clean Carfax - LT pkg - Leather - rear Camera - pwr Pedals - Running boards”,“Local trade in with Clean Carfax - LT pkg - Leather - rear Camera - pwr Pedals - Running boards”,2.22047E+11
Chevrolet,Impala 4dr Sedan LTZ w/2LZ,41565,2016,0,New,Buford,Georgia,United States,New,2G1145S31G9148311,Chevrolet,Impala,2.62325E+11
Chevrolet,"Corvette C7, Z51, 2LT, M5U, LT1",73968,2016,12,New,Lansing,Michigan,United States,New,1G1YK3D72G5107899,Corvette,2016,3.22037E+11
Chevrolet,Corvette 2LT,70255,2016,0,New,Cary,North Carolina,United States,New,1G1YD3D73G5116542,Chevrolet,Corvette,2.31871E+11
BMW,3-Series 320i,23495,2013,42381,Certified pre-owned,San Diego,California,United States,Certified pre-owned,WBA3B1C56DF461661,BMW,3-Series,3.11563E+11
BMW,2 Series 228i,46014,2016,0,New,Austin,Texas,United States,New,WBA1F9C50GV546208,BMW,2 Series,2.91705E+11
Chevrolet,Tahoe LTZ 2WD 4dr Certified,53784,2015,4400,Certified pre-owned,Houston,Texas,United States,Certified pre-owned,1GNSCCKC7FR570064,Chevrolet,Tahoe,2.0154E+11
 Ford,F-150 KING RANCH CREW ECOBOOST 4X4 NAV ,37980,2014,29226,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,1FTFW1ET4EKE53258,Ford,F-150,1.91823E+11
Chevrolet,Camaro,27950,1971,0,Used,Mount Vernon,Washington,United States,Used,124871L504443,Chevrolet,Camaro,1.82049E+11
 Chevrolet,Corvette NAVIGATION REARCAM VENTILATED SEATS 1 OWNER ,58980,2016,3920,Certified pre-owned,Grand Prairie,Texas,United States,Certified pre-owned,1G1YD2D7XG5107184,Chevrolet,Corvette,4.01086E+11
BMW,5-Series 535i,65945,2016,0,New,San Diego,California,United States,New,WBA5B1C50GG129786,BMW,5-Series,3.11564E+11
Chevrolet,Corvette 2dr Stingray Coupe w/1LT,62153,2016,0,New,Buford,Georgia,United States,New,1G1YB2D71G5107144,Chevrolet,Corvette,2.62329E+11
Chevrolet,Corvette Z51 2LT,71055,2016,0,New,Cary,North Carolina,United States,New,1G1YK2D79G5113886,Chevrolet,Corvette,2.31873E+11
